Name,URL,Volume,Ring,Quadrant,shorturl,Description
Threat modeling,https://www.thoughtworks.com/radar/techniques/threat-modeling,Oct-22,Adopt,Techniques,https://tinyurl.com/2zw4gbc5,"We continue to recommend that teams carry out  threat modeling  "" a set of techniques to help you identify and classify potential threats during the development process "" but we want to emphasize that this is not a one-off activity only done at the start of projects; teams need to avoid the  security sandwich . This is because throughout the lifetime of any software, new threats will emerge and existing ones will continue to evolve thanks to external events and ongoing changes to requirements and architecture. This means that threat modeling needs to be repeated periodically "" the frequency of repetition will depend on the circumstances and will need to consider factors such as the cost of running the exercise and the potential risk to the business. When used in conjunction with other techniques, such as establishing cross-functional security requirements to address common risks in the project's technologies and using automated security scanners, threat modeling can be a powerful asset."
TinyML,https://www.thoughtworks.com/radar/techniques/tinyml,Oct-22,Assess,Techniques,https://tinyurl.com/2kjw57pm,"We continue to be excited by the  TinyML  technique and the ability to create machine learning (ML) models designed to run on low-powered and mobile devices. Until recently, executing an ML model was seen as computationally expensive and, in some cases, required special-purpose hardware. While creating the models still broadly sits within this classification, they can now be created in a way that allows them to be run on small, low-cost and low-power consumption devices. If you've been considering using ML but thought it unrealistic because of compute or network constraints, then this technique is worth assessing."
Verifiable credentials,https://www.thoughtworks.com/radar/techniques/verifiable-credentials,Oct-22,Assess,Techniques,https://tinyurl.com/2gy6l9yc,"When we first included it in the Radar two years ago,  verifiable credentials  (VC) was an intriguing standard with some promising potential applications, but it wasn't widely known or understood outside the community of enthusiasts. This was particularly true when it came to the credential-granting institutions, such as state governments, who would be responsible for implementing the standards. Two years and one pandemic later, the demand for cryptographically secure, privacy-respecting and machine-verifiable electronic credentials has grown and, as a result, governments are starting to wake up to VC's potential. We're now starting to see VC crop up in our work for public-sector clients. The  W3C standard  puts credential holders at the center, which is similar to our experience when using physical credentials: users can put their verifiable credentials in their own digital wallets and show them to anyone at any time without the permission of the credentials' issuer. This decentralized approach also enables users to better manage and selectively disclose their own information which greatly improves data privacy protection. For example, powered by zero-knowledge proof technology, you can construct a verifiable credential to prove that you're an adult without revealing your birthday. It's important to note that although many VC-based  decentralized identity  solutions rely on blockchain technology, blockchain is not a prerequisite for all VC implementations."
VictoriaMetrics,https://www.thoughtworks.com/radar/platforms/victoriametrics,Oct-22,Trial,Platforms,https://tinyurl.com/2no7mbnk,"Modern observability relies on collecting and aggregating an exhaustive set of granular metrics to fully understand, predict and analyze system behavior. But when applied to a cloud native system composed of many redundant and cooperating processes and hosts, the cardinality (or number of unique time series) becomes unwieldy because it grows exponentially with each additional service, container, node, cluster, etc. When dealing with high-cardinality data, we've found that  VictoriaMetrics  performs well. VictoriaMetrics is particularly useful for operating  Kubernetes -hosted  microservice  architectures, and the VictoriaMetrics operator makes it easy for teams to implement their own monitoring in a self-service way. We also like its componentized architecture and ability to continue collecting metrics even when the central server is unavailable. Although our team has been happy with VictoriaMetrics, this is a rapidly evolving area, and we'd recommend keeping an eye on other high-performance,  Prometheus -compatible time series databases such as  Cortex  or  Thanos ."
xbar for build monitoring,https://www.thoughtworks.com/radar/tools/xbar-for-build-monitoring,Oct-22,Trial,Tools,https://tinyurl.com/2nzartmy,"On remote teams, we sorely lack having a  dedicated build monitor  in the room; unfortunately, newer continuous integration (CI) tools lack support for the old  CCTray  format. The result is that broken builds aren't always picked up as quickly as we'd like. To solve this problem, many of our teams have started using  xbar for build monitoring . With xbar, one can execute a script to poll build status, displaying it on the menu bar. It can be further scripted to track other team metrics such as pending credential expiries or how far the production release lags behind the user acceptance testing (UAT) release. Of course, xbar is more general purpose, but it solves an immediate and emergent problem caused by remote working.  Rumps , among other tools, can solve the same problem."
Xcode Cloud,https://www.thoughtworks.com/radar/tools/xcode-cloud,Oct-22,Assess,Tools,https://tinyurl.com/2pq7yp59,"Xcode Cloud  is a CI/CD tool that is built into Xcode and used to build, test and deploy Apple apps. It provides an integrated experience with familiar tools for Apple developers like Xcode, App Store Connect and TestFlight. Based on our team's experience, it does a good job of simplifying the pipeline configuration and provisioning profiles and certificates. This tool is quite fresh and most of our mobile development teams are still using the more mature  Bitrise . Still, we think it's worth assessing and tracking its progress."
actions-runner-controller,https://www.thoughtworks.com/radar/platforms/actions-runner-controller,Mar-22,Assess,Platforms,https://tinyurl.com/2zmy7ev5,"actions-runner-controller  is a Kubernetes  controller  that operates  self-hosted runners  for  GitHub Actions  on your Kubernetes cluster. With this tool you create a runner resource on Kubernetes, and it will run and operate the self-hosted runner. Self-hosted runners are helpful in scenarios where the job that your GitHub Actions runs needs to access resources that are either not accessible to GitHub cloud runners or have specific operating system and environmental requirements that are different from what GitHub provides. In those cases where you have a Kubernetes cluster, you can run your self-hosted runners as a Kubernetes pod, with the ability to scale up or down hooking into GitHub webhook events. actions-controller-runner is lightweight and scalable."
AKHQ,https://www.thoughtworks.com/radar/tools/akhq,Mar-22,Trial,Tools,https://tinyurl.com/2g94rgvr,"AKHQ  is a GUI for Apache Kafka that lets you manage topics, topics data, consumer groups and more. Some of our teams have found AKHQ to be an effective tool to watch the real-time status of a Kafka cluster. You can, for example, browse the topics on a cluster. For each topic, you can visualize the name, the number of messages stored, the disk size used, the time of the last record, the number of partitions, the replication factor with the in-sync quantity and the consumer group. With options for Avro and Protobuf deserialization, AKHQ can help you understand the flow of data in your Kafka environment."
Apache Iceberg,https://www.thoughtworks.com/radar/platforms/apache-iceberg,Mar-22,Assess,Platforms,https://tinyurl.com/2o68j6r8,"Apache Iceberg  is an open table format for very large analytic data sets. Iceberg supports modern analytical data operations such as record-level insert, update, delete,  time-travel queries , ACID transactions,  hidden partitioning  and  full schema evolution . It supports multiple underlying file storage formats such as  Apache Parquet ,  Apache ORC  and  Apache Avro . Many data-processing engines support Apache Iceberg, including SQL engines such as  Dremio  and  Trino  as well as (structured) streaming engines such as  Apache Spark  and  Apache Flink ."
Azure Data Factory for orchestration,https://www.thoughtworks.com/radar/techniques/azure-data-factory-for-orchestration,Mar-22,Hold,Techniques,https://tinyurl.com/2kt9coco,"For organizations using Azure as their primary cloud provider,  Azure Data Factory  is currently the default for orchestrating data-processing pipelines. It supports data ingestion, copying data from and to different storage types on prem or on Azure and executing transformation logic. Although we've had adequate experience with Azure Data Factory for simple migrations of data stores from on prem to the cloud, we discourage the use of  Azure Data Factory for orchestration  of complex data-processing pipelines and workflows. We've had some success with Azure Data Factory when it's used primarily to move data between systems. For more complex data pipelines, it still has its challenges, including poor debuggability and error reporting; limited observability as Azure Data Factory logging capabilities don't integrate with other products such as Azure Data Lake Storage or Databricks, making it difficult to get an end-to-end observability in place; and availability of data source-triggering mechanisms only to certain regions. At this time, we encourage using other open-source orchestration tools (e.g.,  Airflow ) for complex data pipelines and limiting Azure Data Factory for data copying or snapshotting. Our teams continue to use Data Factory to move and extract data, but for larger operations we recommend other, more well-rounded workflow tools."
Azure DevOps,https://www.thoughtworks.com/radar/platforms/azure-devops,Mar-22,Trial,Platforms,https://tinyurl.com/26srzxt6,"As the  Azure DevOps  ecosystem keeps growing, our teams are using it more with success. These services contain a set of managed services, including hosted Git repos, build and deployment pipelines, automated testing tooling, backlog management tooling and artifact repository. We've seen our teams gaining experience in using this platform with good results, which means Azure DevOps is maturing. We particularly like its flexibility; it allows you to use the services you want even if they're from different providers. For instance, you could use an external Git repository while still using the Azure DevOps pipeline services. Our teams are especially excited about  Azure DevOps Pipelines . As the ecosystem matures, we're seeing an uptick in onboarding teams that are already on the Azure stack as it easily integrates with the rest of the Microsoft world."
Azure Pipeline templates,https://www.thoughtworks.com/radar/platforms/azure-pipeline-templates,Mar-22,Trial,Platforms,https://tinyurl.com/2qks74wd,"Azure Pipeline templates  allow you to remove duplication in your Azure Pipeline definition through two mechanisms. With ""includes"" templates, you can reference a template such that it will expand inline like a parameterized C++ macro, allowing a simple way of factoring out common configuration across stages, jobs and steps. With ""extends"" templates, you can define an outer shell with common pipeline configuration, and with the  required template approval , you can fail the build if the pipeline doesn't extend certain templates, preventing malicious attacks against the pipeline configuration itself. Along with  CircleCI  Orbs and the newer  GitHub Actions Reusable Workflows , Azure Pipeline templates are part of the trend of creating modularity in pipeline design across multiple platforms, and several of our teams have been happy using them."
Blueboat,https://www.thoughtworks.com/radar/platforms/blueboat,Mar-22,Assess,Platforms,https://tinyurl.com/2z76hp2n,"Blueboat  is a multitenant platform for serverless web applications. It leverages the popular V8 JavaScript engine and implements commonly used web application libraries natively in  Rust  for security and performance. You can think of Blueboat as an alternative to  CloudFlare Workers  or  Deno Deploy  but with an important distinction "" you have to operate and manage the underlying infrastructure. That said, we recommend you carefully assess Blueboat for your on-prem serverless needs."
Bob,https://www.thoughtworks.com/radar/languages-and-frameworks/bob,Mar-22,Trial,Languages & Frameworks,https://tinyurl.com/2ldcejf4,"When building an app with React Native you sometimes find yourself having to create your own modules. For example, we've encountered this need when building a UI component library for a React Native app. Creating such a module project isn't straightforward, and our teams report success using  Bob  to automate this task. Bob provides a CLI to create the scaffolding for different targets. The scaffolding is not limited to core functionality but, optionally, can include example code, linters, build pipeline configuration and other features."
Capacitor,https://www.thoughtworks.com/radar/languages-and-frameworks/capacitor,Mar-22,Assess,Languages & Frameworks,https://tinyurl.com/2zlay556,"We've been debating the merits of cross-platform mobile development tools for nearly as long as we've been publishing the Technology Radar. We first noted a new generation of tools in 2011 when blipping about  cross-mobile platforms . Although we were skeptical of them at first, these tools have been perfected and widely adopted over the years. And nobody can debate the enduring popularity and usefulness of  React Native .  Capacitor  is the latest generation of a line of tools starting with PhoneGap, then renamed to  Apache Cordova . Capacitor is a complete rewrite from Ionic that embraces the  progressive web app  style for stand-alone applications. So far, our developers like that they can address web, iOS and Android applications with a single code base and that they can manage the native platforms separately with access to the native APIs when necessary. Capacitor offers an alternative to React Native, which has many years of cross-platform experience behind it."
CDKTF,https://www.thoughtworks.com/radar/tools/cdktf,Mar-22,Assess,Tools,https://tinyurl.com/2gosnhtp,"By now many organizations have created sprawling landscapes of services in the cloud. Of course, this is only possible when using  infrastructure as code  and mature tooling. We still like  Terraform , not the least because of its rich and growing ecosystem. However, the lack of abstractions in HCL, Terraform's default configuration language, effectively creates a glass ceiling. Using  Terragrunt  pushes that up a bit further, but more and more often our teams find themselves longing for the abstractions afforded by modern programming languages.  Cloud Development Kit for Terraform (CDKTF) , which resulted from a collaboration between AWS's  CDK  team and Hashicorp, makes it possible for teams to use several programming languages, including TypeScript and Java, to define and provision infrastructure. With this approach it follows the lead of  Pulumi  while remaining in the Terraform ecosystem. We've had good experiences with CDKTF but have decided to keep it in the Assess ring until it moves out of beta."
cert-manager,https://www.thoughtworks.com/radar/tools/cert-manager,Mar-22,Trial,Tools,https://tinyurl.com/2odqjypm,"cert-manager  is a tool to manage your X.509 certificates within your  Kubernetes  cluster. It models certificates and issuers as first-class resource types and provides certificates as a service securely to developers and applications working within the Kubernetes cluster. The obvious choice when using the Kubernetes default ingress controller, it's also recommended for others and much preferred over hand-rolling your own certificate management. Several of our teams have been using cert-manager extensively, and we've also found that its usability has much improved in the past few months."
Chrome Recorder panel,https://www.thoughtworks.com/radar/tools/chrome-recorder-panel,Mar-22,Assess,Tools,https://tinyurl.com/2mrqad2u,"Chrome Recorder panel  is a preview feature in Google Chrome 97 that allows for simple record and playback of user journeys. While this definitely isn't a new idea, the way in which it is integrated into Chrome allows for quick creation, editing and running of scripts. The panel also integrates nicely with the performance panel, which makes getting repeated consistent feedback on page performance easier. While record/playback style testing always needs to be used with care in order to avoid brittle tests, we think this preview feature is worth assessing, especially if you're already using the Chrome Performance panel to measure your pages."
CircleCI,https://www.thoughtworks.com/radar/platforms/circleci,Mar-22,Trial,Platforms,https://tinyurl.com/2p4ppyzw,"Many of our teams choose  CircleCI  for their continuous integration needs, and they appreciate its ability to run complex pipelines efficiently. The CircleCI developers continue to add new features with CircleCI, now in version 3.0.  Orbs  and  executors  were called out by our teams as being particularly useful. Orbs are reusable snippets of code that automate repeated processes, speed up project setup and make it easy to integrate with third-party tools. The wide variety of executor types provides flexibility to set up jobs in Docker, Linux, macOS or Windows VMs."
Cloud Carbon Footprint,https://www.thoughtworks.com/radar/tools/cloud-carbon-footprint,Mar-22,Trial,Tools,https://tinyurl.com/2jsfnboa,"Cloud Carbon Footprint  (CCF) is an open-source tool that uses cloud APIs to provide visualizations of estimated carbon emissions based on usage across AWS, GCP and Azure. The Thoughtworks team has  successfully used the tool  with several organizations, including energy technology companies, retailers, digital service providers and companies that use AI. Cloud platform providers realize that it's important to help their customers understand the carbon impact of using their services, so they've begun to build similar functionality themselves. Because CCF is cloud agnostic, it allows users to view energy usage and carbon emissions for multiple cloud providers in one place, while translating carbon footprints into real-world impact such as flights or trees planted."
Cloudflare Pages,https://www.thoughtworks.com/radar/platforms/cloudflare-pages,Mar-22,Assess,Platforms,https://tinyurl.com/2fnajlll,"When  Cloudflare Workers  was released, we highlighted it as an early function as a service (FaaS) for edge computing with an interesting implementation. The release of  Cloudflare Pages  last April didn't feel as noteworthy, because Pages is just one in a class of many Git-backed site-hosting solutions. It did have continuous previews, a useful feature not found in most alternatives. Now, though, Cloudflare has more tightly  integrated Workers and Pages , creating a fully integrated  Jamstack  solution running on the CDN. The inclusion of a key-value store and a strongly consistent coordination primitive further enhance the attractiveness of the new version of Cloudflare Pages."
Collibra,https://www.thoughtworks.com/radar/platforms/collibra,Mar-22,Assess,Platforms,https://tinyurl.com/2hb4xw2x,"In the increasingly crowded space that is the enterprise data catalog market, our teams have enjoyed working with Collibra. They liked the deployment flexibility of either a SaaS or self-hosted instance, the wide range of functionality included out of the box, including data governance, lineage, quality and observability. Users also have the option to use a smaller subset of capabilities required by a more decentralized approach such as a data mesh. The real feather in its cap has been their often overlooked customer support, which our people have found to be collaborative and supportive. Of course, there's a tension between simple data catalogs and more full featured enterprise platforms, but so far the teams using it are happy with how Collibra has supported their needs."
Conftest,https://www.thoughtworks.com/radar/tools/conftest,Mar-22,Trial,Tools,https://tinyurl.com/2nsgwcul,"Conftest  is a tool for writing tests against structured configuration data. It relies on the  Rego language  from  Open Policy Agent  to write tests for  Kubernetes  configurations,  Tekton  pipeline definitions or even  Terraform  plans. We've had great experiences with Conftest "" and its shallow learning curve. With fast feedback from tests, our teams iterate quickly and safely on configuration changes to Kubernetes."
Couchbase,https://www.thoughtworks.com/radar/platforms/couchbase,Mar-22,Trial,Platforms,https://tinyurl.com/2n2eyvwr,"When we originally blipped  Couchbase  in 2013, it was seen primarily as a persistent cache that evolved from a merger of  Membase  and  CouchDB . Since then, it has undergone steady improvement and an ecosystem of related tools and commercial offerings has grown up around it. Among the additions to the product suite are Couchbase Mobile and the Couchbase Sync Gateway. These features work together to keep persistent data on edge devices up-to-date even when the device is offline for periods of time due to intermittent connectivity. As these devices proliferate, we see increasing need for embedded persistence that continues to work whether or not the device happens to be connected. Recently, one of our teams evaluated Couchbase for its offline sync capability and found that this off-the-shelf capability saved them considerable effort that they otherwise would have had to invest themselves."
CycloneDX,https://www.thoughtworks.com/radar/platforms/cyclonedx,Mar-22,Assess,Platforms,https://tinyurl.com/2n55nl8d,"CycloneDX  is a standard for describing a machine-readable  Software Bill of Materials  (SBOM). As software and compute fabrics increase in complexity,  software  becomes harder to define. Originating with OWASP, CycloneDX improves on the older SPDX standard with a broader definition that extends beyond the local machine dependencies to include runtime service dependencies. You'll also find implementations in several languages, an  ecosystem  of supporting integrations and a  CLI tool  that lets you analyze and change SBOMs with appropriate signing and verification."
Data mesh,https://www.thoughtworks.com/radar/techniques/data-mesh,Mar-22,Trial,Techniques,https://tinyurl.com/2nz7ew4x,"Data mesh  is a  decentralized  organizational and technical approach in sharing, accessing and managing data for analytics and ML. Its objective is to create a  sociotechnical  approach that scales out getting value from data as the organization's complexity grows and as the use cases for data proliferate and the sources of data diversify. Essentially, it creates a  responsible  data-sharing model that is in step with organizational growth and continuous change. In our experience, interest in the application of data mesh has grown tremendously. The approach has inspired many organizations to embrace its adoption and technology providers to repurpose their existing technologies for a mesh deployment. Despite the great interest and growing experience in data mesh, its implementations face high cost of integration. Moreover, its adoption remains limited to sections of larger organizations and technology vendors are distracting the organizations from the hard  socio  aspects of data mesh "" decentralized data ownership and a federated governance operating model."
Definition of production readiness,https://www.thoughtworks.com/radar/techniques/definition-of-production-readiness,Mar-22,Trial,Techniques,https://tinyurl.com/2ohuwn22,"In an organization that practices the ""you build it, you run it"" principle, a  definition of production readiness  (DPR) is a useful technique to support teams in assessing and preparing the operational readiness of new services. Implemented as a checklist or a template, a DPR gives teams guidance on what to think about and consider before they bring a new service into production. While DPRs do not define specific service-level objectives (SLOs) to fulfill (those would be hard to define one-size-fits-all), they remind teams what categories of SLOs to think of, what organizational standards to comply with and what documentation is required. DPRs provide a source of input that teams turn into respective product-specific requirements around, for example, observability and reliability, to feed into their product backlogs."
Documentation quadrants,https://www.thoughtworks.com/radar/techniques/documentation-quadrants,Mar-22,Trial,Techniques,https://tinyurl.com/2p5cmff4,"Writing good documentation is an overlooked aspect of software development that is often left to the last minute and done in a haphazard way. Some of our teams have found  documentation quadrants  a handy way to ensure the right artifacts are being produced. This technique classifies artifacts along two axes: The first axis relates to the nature of the information, practical or theoretical; the second axis describes the context in which the artifact is used, studying or working. This defines four quadrants in which artifacts such as tutorials, how-to guides or reference pages can be placed and understood. This classification system not only ensures that critical artifacts aren't overlooked but also guides the presentation of the content. We've found this particularly useful for creating onboarding documentation that brings developers up to speed quickly when they join a new team."
Embeddinghub,https://www.thoughtworks.com/radar/platforms/embeddinghub,Mar-22,Assess,Platforms,https://tinyurl.com/2opylhrf,"Embeddinghub  is a vector database for machine-learning  embeddings , and quite similar to  Milvus . However, with out-of-the-box support for approximate nearest neighbor operations, partitioning, versioning and access control, we recommend you assess Embeddinghub for your embedding vector use cases."
Flutter-Unity widget,https://www.thoughtworks.com/radar/languages-and-frameworks/flutter-unity-widget,Mar-22,Trial,Languages & Frameworks,https://tinyurl.com/2mxxknyx,"Flutter is increasingly popular for building cross-platform mobile apps, and Unity is great for building AR/VR experiences. A key piece in the puzzle for integrating Unity and Flutter is the  Flutter-Unity widget , which allows embedding Unity apps inside Flutter widgets. One of the key capabilities the widget offers is bi-directional communication between Flutter and Unity. We've found its performance to be pretty good as well, and we're looking forward to leveraging Unity in more Flutter apps."
Four key metrics,https://www.thoughtworks.com/radar/techniques/four-key-metrics,Mar-22,Adopt,Techniques,https://tinyurl.com/2fvjg7es,"To measure software delivery performance, more and more organizations are defaulting to the  four key metrics  as defined by the  DORA research  program: change lead time, deployment frequency, mean time to restore (MTTR) and change fail percentage. This research and its statistical analysis have shown a clear link between high-delivery performance and these metrics; they provide a great leading indicator for how a delivery organization as a whole is doing."
GitHub Actions,https://www.thoughtworks.com/radar/platforms/github-actions,Mar-22,Trial,Platforms,https://tinyurl.com/2qes3sq5,"GitHub Actions  has grown considerably last year. It has proven that it can take on more complex workflows and call other actions in composite actions among other things. It still has some shortcomings, though, such as its inability to re-trigger a single job of a workflow. Although the ecosystem in the  GitHub Marketplace  has its obvious advantages, giving third-party GitHub Actions access to your build pipeline risks sharing secrets in insecure ways (we recommend following GitHub's advice on  security hardening ). However, the convenience of creating your build workflow directly in GitHub next to your source code combined with the ability to run GitHub Actions locally using open-source tools such as  act  is a compelling option that has facilitated setup and onboarding of our teams."
GitHub Codespaces,https://www.thoughtworks.com/radar/tools/github-codespaces,Mar-22,Assess,Tools,https://tinyurl.com/2prd6qmb,"GitHub Codespaces  allows developers to create  development environments in the cloud  and access them through an IDE as though the environment were local. GitHub isn't the first company to implement this idea; we previously blipped about  Gitpod . We like that Codespaces allows environments to be standardized by using dotfiles configuration, making it quicker to onboard new team members, and that they offer VMs with up to 32 cores and 64GB memory. These VMs can be spun up in under ten seconds, potentially offering environments more powerful than a developer laptop."
GitLab CI/CD,https://www.thoughtworks.com/radar/platforms/gitlab-ci-cd,Mar-22,Trial,Platforms,https://tinyurl.com/2oo33fja,"If you're using  GitLab  to manage your software delivery, you should also look at  GitLab CI/CD  for your continuous integration and continuous delivery needs. We've found it especially useful when used with on-premise GitLab and self-hosted runners, as this combination gets around authorization headaches often caused by using a cloud-based solution. Self-hosted runners can be fully configured for your purposes with the right OS and dependencies installed, and as a result pipelines can run much faster than using a cloud-provisioned runner that needs to be configured each time."
Google BigQuery ML,https://www.thoughtworks.com/radar/platforms/google-bigquery-ml,Mar-22,Trial,Platforms,https://tinyurl.com/2dtwoh4b,"Since we last blipped about  Google BigQuery ML , more sophisticated models such as Deep Neural Networks and AutoML Tables have been added by connecting BigQuery ML with TensorFlow and Vertex AI as its backend. BigQuery has also introduced support for time series forecasting. One of our concerns previously was  explainability . Earlier this year,  BigQuery Explainable AI  was announced for general availability, taking a step in addressing this. We can also export BigQuery ML models to Cloud Storage as a Tensorflow SavedModel and use them for online prediction. There remain trade-offs like ease of ""continuous delivery for machine learning"" but with its low barrier to entry, BigQuery ML remains an attractive option, particularly when the data already resides in BigQuery."
Google Cloud Dataflow,https://www.thoughtworks.com/radar/platforms/google-cloud-dataflow,Mar-22,Trial,Platforms,https://tinyurl.com/2l5nhnpg,"Google Cloud Dataflow  is a cloud-based data-processing service for both batch and real-time data-streaming applications. Our teams are using Dataflow to create processing pipelines for integrating, preparing and analyzing large data sets, with  Apache Beam s unified programming model on top to ease manageability. We first featured Dataflow in 2018, and its stability, performance and rich feature set make us confident to move it to Trial in this edition of the Radar."
GoReleaser,https://www.thoughtworks.com/radar/tools/goreleaser,Mar-22,Assess,Tools,https://tinyurl.com/2za7jeuw,"GoReleaser  is a tool that automates the process of building and releasing a Go project for different architectures via multiple repositories and channels, a common need for Go projects targeting different platforms. You run the tool either from your local machine or via CI, with the tool available via several CI services thus minimizing set-up and maintenance. GoReleaser takes care of build, packaging, publishing and announcement of each release and supports different combinations of package format, package repository and source control. Although it's been around for a few years, we're surprised that more teams are not using it. If you're regularly releasing a Go codebase, this tool is worth assessing."
Grype,https://www.thoughtworks.com/radar/tools/grype,Mar-22,Assess,Tools,https://tinyurl.com/2htpeecj,"Securing the software supply chain has become a commonplace concern among delivery teams, a concern that is reflected by the growing number of new tools in this space.  Grype  is a new lightweight vulnerability scanning tool for Docker and OCI images. It can be installed as a binary, can scan images before they're pushed to a registry, and it doesn't require a Docker daemon to run on your build agents. Grype comes from the same team that is behind  Syft , which generates  SBOMs  in various formats from container images. Grype can consume the SBOM output of Syft to scan for vulnerabilities."
Inclusive design,https://www.thoughtworks.com/radar/techniques/inclusive-design,Mar-22,Assess,Techniques,https://tinyurl.com/2lo7qdjk,"We recommend organizations assess  inclusive design  as a way of making sure accessibility is treated as a first-class requirement. All too often requirements around accessibility and inclusivity are ignored until just before, if not just after, the release of software. The cheapest and simplest way to accommodate these requirements, while also providing early feedback to teams, is to incorporate them fully into the development process. In the past, we've highlighted techniques that perform a ""shift-left"" for security and cross-functional requirements; one perspective on this technique is that it achieves the same goal for accessibility."
Java 17,https://www.thoughtworks.com/radar/languages-and-frameworks/java-17,Mar-22,Assess,Languages & Frameworks,https://tinyurl.com/2eo9jh3c,"We don't routinely feature new versions of languages, but we wanted to highlight the new long-term support (LTS) version of Java, version 17. While there are promising new features, such as the preview of  pattern matching , it's the switch to the new LTS process that should interest many organizations. We recommend organizations assess new releases of Java as and when they become available, making sure they adopt new features and versions as appropriate. Surprisingly many organizations do not routinely adopt newer versions of languages even though regular updates help keep things small and manageable. Hopefully the new LTS process, alongside organizations moving to regular updates, will help avoid the ""too expensive to update"" trap that ends with production software running on an end-of-life version of Java."
jc,https://www.thoughtworks.com/radar/tools/jc,Mar-22,Assess,Tools,https://tinyurl.com/2nyhlb6j,"In our previous Radar, we placed  modern Unix commands  in Assess. One of the commands featured in that collection of tools was jq, effectively a sed for JSON.  jc  performs a related task: it takes the output of common Unix commands and parses the output into JSON. The two commands together provide a bridge between the Unix CLI world and the raft of libraries and tools that operate on JSON. When writing  simple  scripts, for example, for software deployment or gathering troubleshooting information, having the myriad of different Unix command output formats mapped into well-defined JSON can save a lot of time and effort. As with jq, you need to make sure the command is available. It can be installed from many of the well-known package repositories."
Jetpack Glance,https://www.thoughtworks.com/radar/languages-and-frameworks/jetpack-glance,Mar-22,Assess,Languages & Frameworks,https://tinyurl.com/2kd3qkzu,"Android 12 brought significant changes to app widgets that have improved the user and developer experience. For writing regular Android apps, we've expressed our preference for  Jetpack Compose  as a modern way of building native user interfaces. Now, with  Jetpack Glance , which is built on top of the Compose runtime, developers can use similar declarative Kotlin APIs for writing widgets. Recently, Glance has been  extended  to support Tiles for Wear OS."
kube-score,https://www.thoughtworks.com/radar/tools/kube-score,Mar-22,Trial,Tools,https://tinyurl.com/2l8cqw9m,"kube-score  is a tool that does static code analysis of your Kubernetes object definitions. The output is a list of recommendations for what you can improve to make your application more secure and resilient. It has a list of  predefined checks  which includes best practices such as running containers with non-root privileges and correctly specifying resource limits. It's been around for some time, and we've used it in a few projects as part of a CD pipeline for Kubernetes manifests. A major drawback of kube-score is that you can't add custom policies. We typically supplement it with tools like  Conftest  in these cases."
Lighthouse,https://www.thoughtworks.com/radar/tools/lighthouse,Mar-22,Trial,Tools,https://tinyurl.com/2lmvbsc5,"Lighthouse  is a tool written by Google to assess web applications and web pages, collecting performance metrics and insights on good development practices. We've long advocated for  performance testing as a first-class citizen , and the additions to Lighthouse that we mentioned five years ago certainly helped with that. Our thinking around  architectural fitness functions  created strong motivation for tools such as Lighthouse to be run in build pipelines. With the introduction of  Lighthouse CI , it has become easier than ever to include Lighthouse in pipelines managed by  various tools ."
Metaflow,https://www.thoughtworks.com/radar/tools/metaflow,Mar-22,Trial,Tools,https://tinyurl.com/2yuf3fhy,"Metaflow  is a user-friendly Python library and back-end service that helps data scientists and engineers build and manage production-ready data processing, ML training and inference workflows. Metaflow provides Python APIs that structure the code as a directed graph of steps. Each step can be decorated with flexible configurations such as the required compute and storage resources. Code and data artifacts for each step's run (aka task) are stored and can be retrieved either for future runs or the next steps in the flow, enabling you to recover from errors, repeat runs and track versions of models and their dependencies across multiple runs."
npm workspaces,https://www.thoughtworks.com/radar/languages-and-frameworks/npm-workspaces,Mar-22,Assess,Languages & Frameworks,https://tinyurl.com/2llw6yzv,"While many tools support multipackage development in the node.js world, npm 7 adds direct support with the addition of  npm workspaces . Managing related packages together facilitates development, allowing you, for example, to store multiple related libraries in a single repo. With npm workspaces, once you add a configuration in a top-level package.json file to refer to one or more nested package.json files, commands like  npm install  work across multiple packages, symlinking the dependent source packages into the root node_modules directory. Other npm commands are also now workspace aware, allowing you, for example, to execute  npm run  and  npm test  commands across multiple packages with a single command. Having that flexibility out of the box decreases the need for some teams to reach for another package manager."
NUKE,https://www.thoughtworks.com/radar/tools/nuke,Mar-22,Trial,Tools,https://tinyurl.com/2pc58tlu,"NUKE  is a build system for .NET and an alternative to either the traditional MSBuild or  Cake  and  Fake  which we've featured previously in the Radar. NUKE represents build instructions as a C# DSL, making it easy to learn and with good IDE support. In our experience, NUKE made it really simple to build automation for .NET projects. We like the accurate static code checks and hints. We also like that we can use any NuGet package seamlessly and that the automation code can be compiled to avoid problems at runtime. NUKE isn't new, but its novel approach "" using a C# DSL "" and our positive overall experience prompted us to include it here."
